Manufacturer,UPC,ISIS SKU,Part Name,Category,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Description 1,Description 2,Description 3,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Instructions,T_Product Family,T_Cap Type,T_Feed Type,T_Filler Type,T_Inlet Type,T_Type,Capacity,Color,T_Foam/No Foam,Sending Unit,Size,Material,OHM Rating,Length,Width,Depth,T_Make
JAZ,,JAZ250-116-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,No aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  2 inch deep sump in rear for better fuel pickup.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,25000501.jpg,,,,,,,,,Drag Race Horizontal,,,,,,16 Gallon,Black,No Foam,,,,,18.5'',18.5'',12'',
JAZ,,JAZ250-116-NF5,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,No aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  2 inch deep sump in rear for better fuel pickup.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,,,,,,,,,,Drag Race Horizontal,,,,,,16 Gallon,Natural,No Foam,,,,,18.5'',18.5'',12'',
JAZ,,JAZ250-303-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,Includes aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,25030301.jpg,,,,,,,,,Drag Race Vertical,,,,,,3 Gallon,Black,w/Foam,,,,,8'',8'',15'',
JAZ,,JAZ250-303-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,Includes aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,25030305.jpg,,,,,,,,,Drag Race Vertical,,,,,,3 Gallon,Natural,w/Foam,,,,,8'',8'',15'',
JAZ,,JAZ250-303-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,No aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,25030301.jpg,,,,,,,,,Drag Race Vertical,,,,,,3 Gallon,Black,No Foam,,,,,8'',8'',15'',
JAZ,,JAZ250-303-NF5,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,No aviation safety foam,Flush mount aircraft style cap assembly,Tapered sump in rear for better fuel pickup,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  One mil spec anodized AN-6 vent fitting.  Tapered sump in rear for better fuel pickup.  Two mil spec anodized AN-8 fast flow outlet fittings in the sump.  360 degree mounting strap recesses.,|,,25030305.jpg,,,,,,,,,Drag Race Vertical,,,,,,3 Gallon,Natural,No Foam,,,,,8'',8'',15'',
JAZ,,JAZ251-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,w/Foam,70-10 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ251-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,w/Foam,70-10 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ251-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,70-10 OHM,,,,25'',17'',10'',
JAZ,,JAZ251-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,70-10 OHM,,,,25'',17'',10'',
JAZ,,JAZ251-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,70-10 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ251-116-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,70-10 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ252-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,w/Foam,0-90 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ252-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,w/Foam,0-90 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ252-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,0-90 OHM,,,,25'',17'',10'',
JAZ,,JAZ252-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,0-90 OHM,,,,25'',17'',10'',
JAZ,,JAZ252-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,0-90 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ252-116-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,0-90 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ253-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,w/Foam,240-33 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ253-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,w/Foam,240-33 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ253-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,240-33 OHM,,,,25'',17'',10'',
JAZ,,JAZ253-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,240-33 OHM,,,,25'',17'',10'',
JAZ,,JAZ253-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,w/Foam,240-33 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ253-116-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,Includes aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,w/Foam,240-33 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ254-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,No Foam,70-10 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ254-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,No Foam,70-10 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ254-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,70-10 OHM,,,,25'',17'',10'',
JAZ,,JAZ254-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,No Foam,70-10 OHM,,,,25'',17'',10'',
JAZ,,JAZ254-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,70-10 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ254-116-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,70-10 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  70-10 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,No Foam,70-10 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ255-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,No Foam,0-90 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ255-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,No Foam,0-90 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ255-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,0-90 OHM,,,,25'',17'',10'',
JAZ,,JAZ255-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,No Foam,0-90 OHM,,,,25'',17'',10'',
JAZ,,JAZ255-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,0-90 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ255-116-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,0-90 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  0-90 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,No Foam,0-90 OHM,,,,18.5'',18.5'',12'',
JAZ,,JAZ256-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,12 Gallon,Black,No Foam,240-33 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ256-012-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,12 Gallon,Natural,No Foam,240-33 OHM,,,,17.5'',16'',10'',
JAZ,,JAZ256-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,240-33 OHM,,,,25'',17'',10'',
JAZ,,JAZ256-016-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,,,,,,,,,,Pro Drag,,,,,,16 Gallon,Natural,No Foam,240-33 OHM,,,,25'',17'',10'',
JAZ,,JAZ256-116-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless rotomolded cross linked polyethylene outer shell,D-Ring bail handle cap assembly,No aviation safety foam,240-33 OHM sending unit,360 degree mounting strap recesses,Seamless rotomolded cross linked polyethylene outer shell.  D-Ring bail handle cap assembly.  Includes aviation safety foam.  240-33 OHM sending unit.  360 degree mounting strap recesses.  2 inch deep sump in rear for better fuel pickup.  Two anodized AN-8 fast flow outlet fittings in sump.  One anodized AN-6 vent fitting.  Fuel level sending unit assembly installed.,|,,25511601.jpg,,,,,,,,,Pro Drag,,,,,,16 Gallon,Black,No Foam,240-33 OHM,,,,18.5'',18.5'',12'',
